lossy_count memory usage (k=2000)
\begin{tabular}{lllrrr}
\hline
 Word                      & isNewWord   & Word Count   &   Delta &   Memory Usage &   \#Buckets \\
 justement                 & True        & 2            &       1 &         177952 &       1608 \\
 sujet                     & True        & 2            &       1 &         178008 &       1609 \\
 dont                      & False       & 10           &       1 &         178008 &       1609 \\
 venu                      & True        & 2            &       1 &         178064 &       1610 \\
 causer                    & True        & 2            &       1 &         178120 &       1611 \\
 elleditesmoi              & True        & 2            &       1 &         178184 &       1612 \\
 fille                     & False       & 8            &       1 &         178184 &       1612 \\
 juliette                  & False       & 7            &       1 &         178184 &       1612 \\
 avezvous                  & True        & 2            &       1 &         178248 &       1613 \\
 envie                     & True        & 2            &       1 &         178304 &       1614 \\
 marier                    & True        & 2            &       1 &         178360 &       1615 \\
 juliettecest              & True        & 2            &       1 &         178424 &       1616 \\
 honneur                   & True        & 2            &       1 &         178480 &       1617 \\
 auquel                    & True        & 2            &       1 &         178536 &       1618 \\
 nai                       & True        & 2            &       1 &         178592 &       1619 \\
 jamais                    & False       & 9            &       1 &         178592 &       1619 \\
 pensé                     & True        & 2            &       1 &         178672 &       1620 \\
 nourriceun                & True        & 2            &       1 &         178736 &       1621 \\
 honneur                   & False       & 3            &       1 &         178736 &       1621 \\
 si                        & False       & 24           &       1 &         178704 &       1621 \\
 navais                    & True        & 2            &       1 &         178760 &       1622 \\
 seule                     & False       & 4            &       1 &         178760 &       1622 \\
 nourrice                  & False       & 6            &       1 &         178760 &       1622 \\
 dirais                    & True        & 2            &       1 &         178816 &       1623 \\
 sucé                      & True        & 2            &       1 &         178896 &       1624 \\
 sagesse                   & True        & 2            &       1 &         178952 &       1625 \\
 lait                      & True        & 2            &       1 &         179008 &       1626 \\
 signora                   & False       & 19           &       1 &         179040 &       1626 \\
 capuleteh                 & True        & 2            &       1 &         179104 &       1627 \\
 bien                      & False       & 13           &       1 &         179104 &       1627 \\
 pensez                    & True        & 2            &       1 &         179160 &       1628 \\
 maintenant                & False       & 3            &       1 &         179160 &       1628 \\
 mariage                   & False       & 3            &       1 &         179160 &       1628 \\
 a                         & False       & 19           &       1 &         179128 &       1628 \\
 vérone                    & False       & 8            &       1 &         179128 &       1628 \\
 femmes                    & False       & 4            &       1 &         179128 &       1628 \\
 plus                      & False       & 25           &       1 &         179160 &       1628 \\
 jeunes                    & False       & 4            &       1 &         179160 &       1628 \\
 considérées               & True        & 2            &       1 &         179248 &       1629 \\
 déjà                      & False       & 5            &       1 &         179248 &       1629 \\
 mères                     & False       & 3            &       1 &         179248 &       1629 \\
 men                       & False       & 3            &       1 &         179248 &       1629 \\
 souviens                  & True        & 2            &       1 &         179312 &       1630 \\
 bien                      & False       & 14           &       1 &         179312 &       1630 \\
 jétais                    & False       & 3            &       1 &         179312 &       1630 \\
 déjà                      & False       & 6            &       1 &         179312 &       1630 \\
 mère                      & False       & 3            &       1 &         179312 &       1630 \\
 longtemps                 & False       & 3            &       1 &         179312 &       1630 \\
 avant                     & False       & 5            &       1 &         179312 &       1630 \\
 lâge                      & False       & 3            &       1 &         179312 &       1630 \\
 où                        & False       & 12           &       1 &         179312 &       1630 \\
 voilà                     & False       & 7            &       1 &         179312 &       1630 \\
 fille                     & False       & 9            &       1 &         179312 &       1630 \\
 encore                    & False       & 10           &       1 &         179312 &       1630 \\
 enfin                     & True        & 2            &       1 &         179368 &       1631 \\
 mot                       & False       & 4            &       1 &         179368 &       1631 \\
 brave                     & False       & 2            &       1 &         179368 &       1631 \\
 pâris                     & False       & 4            &       1 &         179368 &       1631 \\
 adresse                   & True        & 2            &       1 &         179424 &       1632 \\
 voeux                     & True        & 2            &       1 &         179480 &       1633 \\
 nourricecest              & True        & 2            &       1 &         179544 &       1634 \\
 homme                     & False       & 3            &       1 &         179544 &       1634 \\
 jeune                     & False       & 5            &       1 &         179544 &       1634 \\
 dame                      & False       & 4            &       1 &         179544 &       1634 \\
 madame                    & False       & 6            &       1 &         179544 &       1634 \\
 cest                      & False       & 14           &       1 &         179512 &       1634 \\
 homme                     & False       & 4            &       1 &         179512 &       1634 \\
 comme                     & False       & 13           &       1 &         179544 &       1634 \\
 tout                      & False       & 15           &       1 &         179576 &       1634 \\
 monde                     & False       & 3            &       1 &         179576 &       1634 \\
 vraiment                  & False       & 2            &       1 &         179576 &       1634 \\
 semble                    & True        & 2            &       1 &         179632 &       1635 \\
 moulé                     & True        & 2            &       1 &         179712 &       1636 \\
 cire                      & True        & 2            &       1 &         179768 &       1637 \\
 signora                   & False       & 20           &       1 &         179768 &       1637 \\
 capuletlété               & True        & 2            &       1 &         179856 &       1638 \\
 vérone                    & False       & 9            &       1 &         179856 &       1638 \\
 na                        & False       & 5            &       1 &         179856 &       1638 \\
 fleur                     & True        & 2            &       1 &         179912 &       1639 \\
 puisse                    & False       & 2            &       1 &         179912 &       1639 \\
 être                      & False       & 3            &       1 &         179912 &       1639 \\
 comparée                  & True        & 2            &       1 &         180000 &       1640 \\
 nourriceoh                & True        & 2            &       1 &         180064 &       1641 \\
 vraiment                  & False       & 3            &       1 &         180064 &       1641 \\
 cest                      & False       & 15           &       1 &         180064 &       1641 \\
 fleur                     & False       & 3            &       1 &         180064 &       1641 \\
 foi                       & False       & 3            &       1 &         180064 &       1641 \\
 oui                       & False       & 2            &       1 &         180064 &       1641 \\
 vraie                     & True        & 2            &       1 &         180120 &       1642 \\
 fleur                     & False       & 4            &       1 &         180120 &       1642 \\
 signora                   & False       & 21           &       1 &         180120 &       1642 \\
 capuletquen               & True        & 2            &       1 &         180184 &       1643 \\
 ditesvous                 & True        & 2            &       1 &         180248 &       1644 \\
 sentezvous                & True        & 2            &       1 &         180312 &       1645 \\
 goût                      & False       & 2            &       1 &         180312 &       1645 \\
 gentilhomme               & True        & 2            &       1 &         180376 &       1646 \\
 soir                      & False       & 6            &       1 &         180376 &       1646 \\
 verrez                    & True        & 2            &       1 &         180432 &       1647 \\
 fête                      & False       & 4            &       1 &         180432 &       1647 \\
 parcourez                 & True        & 2            &       1 &         180496 &       1648 \\
 tout                      & False       & 16           &       1 &         180528 &       1648 \\
 livre15                   & True        & 2            &       1 &         180584 &       1649 \\
 figure                    & False       & 3            &       1 &         180584 &       1649 \\
 jeune                     & False       & 6            &       1 &         180584 &       1649 \\
 pâris                     & False       & 5            &       1 &         180584 &       1649 \\
 apercevrez                & True        & 2            &       1 &         180648 &       1650 \\
 plaisir                   & False       & 5            &       1 &         180648 &       1650 \\
 écrit                     & False       & 3            &       1 &         180648 &       1650 \\
 plume                     & False       & 2            &       1 &         180648 &       1650 \\
 beauté                    & False       & 10           &       1 &         180648 &       1650 \\
 examinez                  & True        & 2            &       1 &         180712 &       1651 \\
 traits                    & True        & 2            &       1 &         180768 &       1652 \\
 si                        & False       & 25           &       1 &         180736 &       1652 \\
 bien                      & False       & 15           &       1 &         180736 &       1652 \\
 daccord                   & True        & 2            &       1 &         180792 &       1653 \\
 verrez                    & False       & 3            &       1 &         180792 &       1653 \\
 comme                     & False       & 14           &       1 &         180760 &       1653 \\
 sexpliquent               & True        & 2            &       1 &         180824 &       1654 \\
 lun                       & False       & 2            &       1 &         180824 &       1654 \\
 lautre                    & False       & 3            &       1 &         180824 &       1654 \\
 peut                      & False       & 4            &       1 &         180824 &       1654 \\
 encore                    & False       & 11           &       1 &         180824 &       1654 \\
 offrir                    & True        & 2            &       1 &         180880 &       1655 \\
 dobscur                   & True        & 2            &       1 &         180936 &       1656 \\
 charmant                  & True        & 2            &       1 &         181000 &       1657 \\
 volume                    & True        & 2            &       1 &         181056 &       1658 \\
 trouverez                 & True        & 2            &       1 &         181120 &       1659 \\
 écrit                     & False       & 4            &       1 &         181120 &       1659 \\
 marge                     & True        & 2            &       1 &         181176 &       1660 \\
 yeux                      & False       & 8            &       1 &         181176 &       1660 \\
 précieux                  & False       & 2            &       1 &         181176 &       1660 \\
 livre                     & False       & 2            &       1 &         181176 &       1660 \\
 damour                    & True        & 2            &       1 &         181232 &       1661 \\
 cet                       & False       & 3            &       1 &         181232 &       1661 \\
 amant                     & True        & 2            &       1 &         181288 &       1662 \\
 encore                    & False       & 12           &       1 &         181288 &       1662 \\
 sans                      & False       & 7            &       1 &         181288 &       1662 \\
 liens                     & True        & 2            &       1 &         181344 &       1663 \\
 demande                   & False       & 3            &       1 &         181344 &       1663 \\
 compléter                 & True        & 2            &       1 &         181432 &       1664 \\
 beauté                    & False       & 11           &       1 &         181432 &       1664 \\
 lornement                 & True        & 2            &       1 &         181496 &       1665 \\
 dont                      & False       & 11           &       1 &         181496 &       1665 \\
 va                        & False       & 2            &       1 &         181496 &       1665 \\
 couvrir                   & True        & 2            &       1 &         181552 &       1666 \\
 cest                      & False       & 16           &       1 &         181552 &       1666 \\
 mer                       & False       & 2            &       1 &         181552 &       1666 \\
 fait                      & False       & 8            &       1 &         181552 &       1666 \\
 vivre                     & False       & 4            &       1 &         181552 &       1666 \\
 poisson                   & False       & 2            &       1 &         181552 &       1666 \\
 beauté                    & False       & 12           &       1 &         181552 &       1666 \\
 doit                      & True        & 2            &       1 &         181608 &       1667 \\
 être                      & False       & 4            &       1 &         181608 &       1667 \\
 orgueilleuse              & True        & 2            &       1 &         181672 &       1668 \\
 donner                    & False       & 3            &       1 &         181672 &       1668 \\
 asile                     & True        & 2            &       1 &         181728 &       1669 \\
 beauté                    & False       & 13           &       1 &         181760 &       1669 \\
 livre                     & False       & 3            &       1 &         181760 &       1669 \\
 sous                      & False       & 8            &       1 &         181760 &       1669 \\
 fermoirs                  & True        & 2            &       1 &         181824 &       1670 \\
 dor                       & False       & 2            &       1 &         181824 &       1670 \\
 enserre                   & True        & 2            &       1 &         181880 &       1671 \\
 légende                   & True        & 2            &       1 &         181960 &       1672 \\
 dorée                     & True        & 2            &       1 &         182040 &       1673 \\
 partage                   & True        & 2            &       1 &         182096 &       1674 \\
 gloire                    & True        & 2            &       1 &         182152 &       1675 \\
 yeux                      & False       & 9            &       1 &         182152 &       1675 \\
 tous                      & False       & 8            &       1 &         182152 &       1675 \\
 ainsi                     & False       & 3            &       1 &         182152 &       1675 \\
 possédant                 & True        & 2            &       1 &         182240 &       1676 \\
 partagerez                & True        & 2            &       1 &         182304 &       1677 \\
 tout                      & False       & 17           &       1 &         182336 &       1677 \\
 appartient                & True        & 2            &       1 &         182400 &       1678 \\
 sans                      & False       & 8            &       1 &         182400 &       1678 \\
 rien                      & False       & 3            &       1 &         182400 &       1678 \\
 diminuer                  & True        & 2            &       1 &         182464 &       1679 \\
 vôtre                     & True        & 2            &       1 &         182544 &       1680 \\
 note                      & False       & 12           &       1 &         182544 &       1680 \\
 15                        & True        & 2            &       1 &         182600 &       1681 \\
 toutes                    & False       & 10           &       1 &         182600 &       1681 \\
 métaphores                & True        & 2            &       1 &         182688 &       1682 \\
 pâris                     & False       & 6            &       1 &         182688 &       1682 \\
 comparé                   & True        & 2            &       1 &         182768 &       1683 \\
 livre                     & False       & 4            &       1 &         182768 &       1683 \\
 seule                     & False       & 5            &       1 &         182768 &       1683 \\
 a                         & False       & 20           &       1 &         182736 &       1683 \\
 paru                      & True        & 2            &       1 &         182792 &       1684 \\
 impossible                & False       & 2            &       1 &         182792 &       1684 \\
 rendre                    & False       & 4            &       1 &         182792 &       1684 \\
 cest                      & False       & 17           &       1 &         182760 &       1684 \\
 celle                     & False       & 8            &       1 &         182760 &       1684 \\
 où                        & False       & 13           &       1 &         182760 &       1684 \\
 signora                   & False       & 22           &       1 &         182760 &       1684 \\
 capulet                   & False       & 23           &       1 &         182792 &       1684 \\
 lappelant                 & True        & 2            &       1 &         182856 &       1685 \\
 unbound                   & True        & 2            &       1 &         182912 &       1686 \\
 lover                     & True        & 2            &       1 &         182968 &       1687 \\
 fait                      & False       & 9            &       1 &         182968 &       1687 \\
 fois                      & False       & 7            &       1 &         182968 &       1687 \\
 amant                     & False       & 3            &       1 &         182968 &       1687 \\
 sans                      & False       & 9            &       1 &         182968 &       1687 \\
 liens                     & False       & 3            &       1 &         182968 &       1687 \\
 amant                     & False       & 4            &       1 &         182968 &       1687 \\
 sans                      & False       & 10           &       1 &         182968 &       1687 \\
 reliure                   & True        & 2            &       1 &         183024 &       1688 \\
 nourricediminuer          & True        & 2            &       1 &         183096 &       1689 \\
 non                       & False       & 8            &       1 &         183096 &       1689 \\
 vérité                    & True        & 2            &       1 &         183176 &       1690 \\
 grossira                  & True        & 2            &       1 &         183240 &       1691 \\
 plutôt                    & False       & 2            &       1 &         183240 &       1691 \\
 femmes                    & False       & 5            &       1 &         183240 &       1691 \\
 grossissent               & True        & 2            &       1 &         183304 &       1692 \\
 moyen                     & False       & 2            &       1 &         183304 &       1692 \\
 hommes                    & False       & 6            &       1 &         183304 &       1692 \\
 signora                   & False       & 23           &       1 &         183272 &       1692 \\
 capuletrépondezmoi        & True        & 2            &       1 &         183368 &       1693 \\
 mot                       & False       & 5            &       1 &         183368 &       1693 \\
 lamour                    & False       & 8            &       1 &         183368 &       1693 \\
 pâris                     & False       & 7            &       1 &         183368 &       1693 \\
 pourraitil                & True        & 2            &       1 &         183432 &       1694 \\
 plaire                    & True        & 2            &       1 &         183488 &       1695 \\
 julietteje                & True        & 2            &       1 &         183552 &       1696 \\
 verrai                    & False       & 2            &       1 &         183552 &       1696 \\
 trouver                   & False       & 3            &       1 &         183552 &       1696 \\
 agréable                  & True        & 2            &       1 &         183640 &       1697 \\
 si                        & False       & 26           &       1 &         183672 &       1697 \\
 voir                      & False       & 7            &       1 &         183672 &       1697 \\
 peut                      & False       & 5            &       1 &         183672 &       1697 \\
 faire                     & False       & 10           &       1 &         183672 &       1697 \\
 quil                      & False       & 10           &       1 &         183672 &       1697 \\
 magrée                    & True        & 2            &       1 &         183752 &       1698 \\
 regard                    & False       & 2            &       1 &         183752 &       1698 \\
 pénétrera                 & True        & 2            &       1 &         183840 &       1699 \\
 plus                      & False       & 26           &       1 &         183808 &       1699 \\
 avant                     & False       & 6            &       1 &         183808 &       1699 \\
 point                     & False       & 7            &       1 &         183808 &       1699 \\
 où                        & False       & 14           &       1 &         183808 &       1699 \\
 consentement              & False       & 2            &       1 &         183808 &       1699 \\
 donnera                   & True        & 2            &       1 &         183864 &       1700 \\
 force                     & True        & 2            &       1 &         183920 &       1701 \\
 lancer                    & True        & 2            &       1 &         183976 &       1702 \\
 entre                     & False       & 4            &       1 &         183976 &       1702 \\
 domestique                & False       & 6            &       1 &         183976 &       1702 \\
 domestiquemadame          & True        & 2            &       1 &         184048 &       1703 \\
 convives                  & False       & 2            &       1 &         184048 &       1703 \\
 arrivés                   & True        & 2            &       1 &         184128 &       1704 \\
 souper                    & False       & 3            &       1 &         184128 &       1704 \\
 servi                     & True        & 2            &       1 &         184184 &       1705 \\
 attend                    & True        & 2            &       1 &         184240 &       1706 \\
 demande                   & False       & 4            &       1 &         184240 &       1706 \\
 jeune                     & False       & 7            &       1 &         184240 &       1706 \\
 maîtresse                 & False       & 3            &       1 &         184240 &       1706 \\
 jure                      & False       & 4            &       1 &         184240 &       1706 \\
 loffice                   & True        & 2            &       1 &         184296 &       1707 \\
 après                     & True        & 2            &       1 &         184376 &       1708 \\
 nourrice                  & False       & 7            &       1 &         184376 &       1708 \\
 toutes                    & False       & 11           &       1 &         184376 &       1708 \\
 choses                    & False       & 2            &       1 &         184376 &       1708 \\
 point                     & False       & 8            &       1 &         184376 &       1708 \\
 faut                      & False       & 3            &       1 &         184376 &       1708 \\
 jaille                    & True        & 2            &       1 &         184432 &       1709 \\
 servir                    & True        & 2            &       1 &         184488 &       1710 \\
 prie                      & False       & 7            &       1 &         184488 &       1710 \\
 venez                     & False       & 3            &       1 &         184488 &       1710 \\
 surlechamp                & True        & 2            &       1 &         184552 &       1711 \\
 signora                   & False       & 24           &       1 &         184584 &       1711 \\
 capuletnous               & True        & 2            &       1 &         184648 &       1712 \\
 suivons                   & True        & 2            &       1 &         184704 &       1713 \\
 allons                    & False       & 2            &       1 &         184704 &       1713 \\
 juliette                  & False       & 8            &       1 &         184704 &       1713 \\
 comte                     & False       & 3            &       1 &         184704 &       1713 \\
 attend                    & False       & 3            &       1 &         184704 &       1713 \\
 nourriceallez             & True        & 2            &       1 &         184768 &       1714 \\
 fille                     & False       & 10           &       1 &         184768 &       1714 \\
 chercher                  & False       & 4            &       1 &         184768 &       1714 \\
 donnera                   & False       & 3            &       1 &         184768 &       1714 \\
 dheureuses                & False       & 2            &       1 &         184768 &       1714 \\
 nuits                     & True        & 2            &       1 &         184824 &       1715 \\
 heureux                   & False       & 2            &       1 &         184824 &       1715 \\
 jours                     & False       & 5            &       1 &         184824 &       1715 \\
 elles                     & False       & 3            &       1 &         184824 &       1715 \\
 sortent                   & False       & 6            &       1 &         184824 &       1715 \\
 scène                     & False       & 7            &       1 &         184824 &       1715 \\
 iv                        & True        & 2            &       1 &         184880 &       1716 \\
 rue                       & False       & 2            &       1 &         184880 &       1716 \\
 entrent                   & False       & 10           &       1 &         184880 &       1716 \\
 roméo                     & False       & 13           &       1 &         184880 &       1716 \\
 mercutio                  & False       & 3            &       1 &         184880 &       1716 \\
 benvolio                  & False       & 8            &       1 &         184880 &       1716 \\
 cinq                      & True        & 2            &       1 &         184936 &       1717 \\
 six                       & True        & 2            &       1 &         184992 &       1718 \\
 autres                    & False       & 4            &       1 &         184992 &       1718 \\
 masques                   & False       & 3            &       1 &         184992 &       1718 \\
 porteurs                  & True        & 2            &       1 &         185056 &       1719 \\
 flambeaux                 & True        & 2            &       1 &         185120 &       1720 \\
 roméoeh                   & False       & 4            &       1 &         185120 &       1720 \\
 bien                      & False       & 16           &       1 &         185120 &       1720 \\
 estce                     & False       & 2            &       1 &         185120 &       1720 \\
 là                        & False       & 2            &       1 &         185120 &       1720 \\
 dirons                    & True        & 2            &       1 &         185176 &       1721 \\
 excuse                    & True        & 2            &       1 &         185232 &       1722 \\
 entrerons                 & True        & 2            &       1 &         185296 &       1723 \\
 sans                      & False       & 11           &       1 &         185296 &       1723 \\
 apologie                  & True        & 2            &       1 &         185360 &       1724 \\
 benvoliotous              & True        & 2            &       1 &         185424 &       1725 \\
 bavardageslà              & True        & 2            &       1 &         185512 &       1726 \\
 temps                     & False       & 4            &       1 &         185512 &       1726 \\
 passé16                   & True        & 2            &       1 &         185592 &       1727 \\
 note                      & False       & 13           &       1 &         185592 &       1727 \\
 16                        & True        & 2            &       1 &         185648 &       1728 \\
 paraît                    & False       & 3            &       1 &         185648 &       1728 \\
 quautrefois               & True        & 2            &       1 &         185712 &       1729 \\
 arrivait                  & True        & 2            &       1 &         185776 &       1730 \\
 souvent                   & False       & 4            &       1 &         185776 &       1730 \\
 quon                      & False       & 4            &       1 &         185776 &       1730 \\
 vînt                      & True        & 2            &       1 &         185856 &       1731 \\
 fête                      & False       & 5            &       1 &         185856 &       1731 \\
 sans                      & False       & 12           &       1 &         185856 &       1731 \\
 être                      & False       & 5            &       1 &         185856 &       1731 \\
 invité                    & False       & 2            &       1 &         185856 &       1731 \\
 alors                     & False       & 4            &       1 &         185856 &       1731 \\
 paraissait                & True        & 2            &       1 &         185920 &       1732 \\
 masque                    & True        & 2            &       1 &         185976 &       1733 \\
 précédé                   & True        & 2            &       1 &         186056 &       1734 \\
 dune                      & False       & 9            &       1 &         186056 &       1734 \\
 espèce                    & True        & 2            &       1 &         186136 &       1735 \\
 hérault                   & True        & 2            &       1 &         186216 &       1736 \\
 également                 & True        & 2            &       1 &         186304 &       1737 \\
 déguisé                   & True        & 2            &       1 &         186384 &       1738 \\
 prononçait                & True        & 2            &       1 &         186472 &       1739 \\
 forme                     & False       & 3            &       1 &         186472 &       1739 \\
 dexcuse                   & True        & 2            &       1 &         186528 &       1740 \\
 compliment                & True        & 2            &       1 &         186592 &       1741 \\
 préparé                   & True        & 2            &       1 &         186672 &       1742 \\
 apparemment               & False       & 2            &       1 &         186672 &       1742 \\
 temps                     & False       & 5            &       1 &         186672 &       1742 \\
 shakspeare                & False       & 6            &       1 &         186672 &       1742 \\
 mode                      & True        & 2            &       1 &         186728 &       1743 \\
 compliments               & True        & 2            &       1 &         186792 &       1744 \\
 commençait                & True        & 2            &       1 &         186880 &       1745 \\
 passer                    & False       & 2            &       1 &         186880 &       1745 \\
 naurons                   & True        & 2            &       1 &         186936 &       1746 \\
 point                     & False       & 9            &       1 &         186936 &       1746 \\
 cupidon                   & False       & 2            &       1 &         186936 &       1746 \\
 bandeau                   & False       & 2            &       1 &         186936 &       1746 \\
 écharpe                   & True        & 2            &       1 &         187016 &       1747 \\
 portant                   & True        & 2            &       1 &         187072 &       1748 \\
 arc                       & True        & 2            &       1 &         187128 &       1749 \\
 tartare                   & True        & 2            &       1 &         187184 &       1750 \\
 fait                      & False       & 10           &       1 &         187184 &       1750 \\
 latte                     & True        & 2            &       1 &         187240 &       1751 \\
 peinte                    & True        & 2            &       1 &         187296 &       1752 \\
 effrayer                  & True        & 2            &       1 &         187360 &       1753 \\
 dames                     & False       & 2            &       1 &         187360 &       1753 \\
 hasard                    & True        & 2            &       1 &         187416 &       1754 \\
 comme                     & False       & 15           &       1 &         187448 &       1754 \\
 homme                     & False       & 5            &       1 &         187448 &       1754 \\
 chasse                    & True        & 2            &       1 &         187504 &       1755 \\
 corneilles                & True        & 2            &       1 &         187568 &       1756 \\
 naurons                   & False       & 3            &       1 &         187568 &       1756 \\
 non                       & False       & 9            &       1 &         187568 &       1756 \\
 plus                      & False       & 27           &       1 &         187600 &       1756 \\
 prologues                 & True        & 2            &       1 &         187664 &       1757 \\
 sans                      & False       & 13           &       1 &         187664 &       1757 \\
 livres                    & False       & 3            &       1 &         187664 &       1757 \\
 répétés                   & True        & 2            &       1 &         187744 &       1758 \\
 traînant                  & True        & 2            &       1 &         187832 &       1759 \\
 après                     & False       & 3            &       1 &         187832 &       1759 \\
 souffleur                 & True        & 2            &       1 &         187896 &       1760 \\
 moment                    & False       & 5            &       1 &         187896 &       1760 \\
 entrée                    & True        & 2            &       1 &         187976 &       1761 \\
 quils                     & False       & 3            &       1 &         187976 &       1761 \\
 mesurent                  & True        & 2            &       1 &         188040 &       1762 \\
 yeux                      & False       & 10           &       1 &         188040 &       1762 \\
 comme                     & False       & 16           &       1 &         188008 &       1762 \\
 plaira                    & True        & 2            &       1 &         188064 &       1763 \\
 mesurerons                & True        & 2            &       1 &         188128 &       1764 \\
 mesure                    & False       & 3            &       1 &         188128 &       1764 \\
 danse                     & True        & 2            &       1 &         188184 &       1765 \\
 voilà                     & False       & 8            &       1 &         188184 &       1765 \\
 partis                    & True        & 2            &       1 &         188240 &       1766 \\
 roméodonnezmoi            & True        & 2            &       1 &         188328 &       1767 \\
 torche                    & True        & 2            &       1 &         188384 &       1768 \\
 gambades                  & True        & 2            &       1 &         188448 &       1769 \\
 vont                      & False       & 2            &       1 &         188448 &       1769 \\
 sombre17                  & True        & 2            &       1 &         188512 &       1770 \\
 comme                     & False       & 17           &       1 &         188512 &       1770 \\
 cest                      & False       & 18           &       1 &         188544 &       1770 \\
 porter                    & False       & 2            &       1 &         188544 &       1770 \\
 flambeau                  & True        & 2            &       1 &         188608 &       1771 \\
 note                      & False       & 14           &       1 &         188608 &       1771 \\
 17                        & True        & 2            &       1 &         188664 &       1772 \\
 chaque                    & False       & 2            &       1 &         188664 &       1772 \\
 troupe                    & True        & 2            &       1 &         188720 &       1773 \\
 masques                   & False       & 4            &       1 &         188720 &       1773 \\
 précédée                  & True        & 2            &       1 &         188808 &       1774 \\
 dun                       & False       & 8            &       1 &         188808 &       1774 \\
 homme                     & False       & 6            &       1 &         188808 &       1774 \\
 portant                   & False       & 3            &       1 &         188808 &       1774 \\
 torche                    & False       & 3            &       1 &         188808 &       1774 \\
 entrait                   & True        & 2            &       1 &         188864 &       1775 \\
 lassemblée                & True        & 2            &       1 &         188952 &       1776 \\
 mêlait                    & True        & 2            &       1 &         189032 &       1777 \\
 point                     & False       & 10           &       1 &         189032 &       1777 \\
 fête                      & False       & 6            &       1 &         189032 &       1777 \\
 mercutiovraiment          & True        & 2            &       1 &         189104 &       1778 \\
 cher                      & False       & 4            &       1 &         189104 &       1778 \\
 roméo                     & False       & 14           &       1 &         189104 &       1778 \\
 faudra                    & False       & 3            &       1 &         189104 &       1778 \\
 bien                      & False       & 17           &       1 &         189072 &       1778 \\
 dansiez                   & True        & 2            &       1 &         189128 &       1779 \\
 roméonon                  & False       & 3            &       1 &         189128 &       1779 \\
 croyezmoi                 & True        & 2            &       1 &         189192 &       1780 \\
 autres                    & False       & 5            &       1 &         189192 &       1780 \\
 souliers                  & True        & 2            &       1 &         189256 &       1781 \\
 danser                    & True        & 2            &       1 &         189312 &       1782 \\
 pied                      & False       & 4            &       1 &         189312 &       1782 \\
 léger                     & True        & 2            &       1 &         189392 &       1783 \\
 jai                       & False       & 12           &       1 &         189392 &       1783 \\
 âme                       & False       & 3            &       1 &         189392 &       1783 \\
 plomb                     & False       & 2            &       1 &         189392 &       1783 \\
 cloue                     & True        & 2            &       1 &         189448 &       1784 \\
 tellement                 & True        & 2            &       1 &         189512 &       1785 \\
 terre                     & False       & 6            &       1 &         189512 &       1785 \\
 saurais                   & False       & 2            &       1 &         189512 &       1785 \\
 remuer                    & True        & 2            &       1 &         189568 &       1786 \\
 mercutiovous              & True        & 2            &       1 &         189632 &       1787 \\
 amoureux                  & False       & 2            &       1 &         189632 &       1787 \\
 empruntez                 & True        & 2            &       1 &         189696 &       1788 \\
 ailes                     & True        & 2            &       1 &         189752 &       1789 \\
 lamour                    & False       & 9            &       1 &         189752 &       1789 \\
 élancer                   & True        & 2            &       1 &         189832 &       1790 \\
 delà                      & True        & 2            &       1 &         189912 &       1791 \\
 hauteurs                  & True        & 2            &       1 &         189976 &       1792 \\
 ordinaires                & True        & 2            &       1 &         190040 &       1793 \\
 roméoil                   & True        & 2            &       1 &         190120 &       1794 \\
 lancé                     & True        & 2            &       1 &         190200 &       1795 \\
 dard                      & True        & 2            &       1 &         190256 &       1796 \\
 perce                     & True        & 2            &       1 &         190312 &       1797 \\
 trop                      & False       & 6            &       1 &         190312 &       1797 \\
 cruellement               & True        & 2            &       1 &         190376 &       1798 \\
 puisse                    & False       & 3            &       1 &         190376 &       1798 \\
 lancer                    & False       & 3            &       1 &         190376 &       1798 \\
 ailes                     & False       & 3            &       1 &         190376 &       1798 \\
 légères                   & False       & 2            &       1 &         190376 &       1798 \\
 enchaîné18                & True        & 2            &       1 &         190464 &       1799 \\
 comme                     & False       & 18           &       1 &         190464 &       1799 \\
 puis                      & False       & 3            &       1 &         190464 &       1799 \\
 mélever                   & True        & 2            &       1 &         190544 &       1800 \\
 audessus                  & False       & 2            &       1 &         190544 &       1800 \\
 sombre                    & True        & 2            &       1 &         190600 &       1801 \\
 tristesse                 & False       & 3            &       1 &         190600 &       1801 \\
 succombe                  & True        & 2            &       1 &         190664 &       1802 \\
 sous                      & False       & 9            &       1 &         190664 &       1802 \\
